Date,Employee_Name,Department,item_code,product_name,Số lượng
2024-02-21,Ngọc Bùi,phòng kinh doanh,DCFHQR,đèn cảm ứng,75
2024-04-22,Chị Bảo Dương,phòng kinh doanh,1QUNH1,đèn LED âm trần,47
2024-10-18,Hạnh Hải Lê,phòng R&D,UDC70S,đèn LED tròn,41
2024-03-06,Hưng Hải Hoàng,phòng nhân sự,TQMI24,đèn cảm ứng,78
2024-09-06,Chị Thành Bùi,phòng nhân sự,NL8C94,đèn cảm ứng,66
2025-01-28,Thành Nguyễn,phòng kỹ thuật,1JNVG1,đèn bàn học,66
2024-03-04,Bác Châu Đặng,phòng nhân sự,6P8B8,đèn cảm ứng,14
2024-06-19,Cô Phương Vũ,phòng kinh doanh,5DTLS,đèn LED âm trần,37
2024-08-23,Huy Dương,phòng R&D,KQ0HM,đèn LED tròn,82
2024-08-08,Bà Vi Hoàng,phòng R&D,KRFTA,đèn cảm ứng,94
2025-01-24,Lâm Trí Mai,phòng kinh doanh,GN2S3,đèn LED âm trần,37
2024-06-05,Tú Trần,phòng nhân sự,73VSSN,đèn LED tròn,71
2024-12-03,Anh Quang Trần,phòng R&D,V27K1,đèn LED tròn,44
2024-04-19,Bà Ngọc Bùi,phòng nhân sự,ZMB1S,đèn LED tròn,36
2024-12-31,Phương Đặng,phòng R&D,0SY9Q7,đèn LED âm trần,90
2025-01-08,Bà Hạnh Dương,phòng R&D,KNMDB,đèn LED tròn,35
2024-07-15,Lan Trần,phòng nhân sự,IM41U8,đèn LED âm trần,18
2024-10-11,Cô Mai Đặng,phòng nhân sự,3UJK6,đèn LED tròn,18
2025-04-07,Quý cô Duyên Vũ,phòng R&D,RHLMD,đèn cảm ứng,86
2024-02-19,Trọng Thị Nguyễn,phòng nhân sự,H4QNC,đèn LED âm trần,36
2024-06-10,Anh Châu Trần,phòng R&D,9TLX0,đèn LED tròn,17
2024-02-02,Cô Vi Trần,phòng kỹ thuật,0K3YR7,đèn bàn học,10
2024-04-23,Dương Bùi,phòng nhân sự,0HAG26,đèn LED tròn,61
2024-06-14,Chị Phương Phạm,phòng nhân sự,W39NU2,đèn cảm ứng,19
2024-05-17,Bác Huy Dương,phòng nhân sự,VX91U,đèn LED tròn,32
2024-05-29,Chị Vi Mai,phòng kinh doanh,TD5LD,đèn LED tròn,2
2024-02-19,Khoa Bùi,phòng R&D,65KN0X,đèn LED âm trần,59
2024-12-04,Khoa Xuân Trần,phòng R&D,RA094,đèn LED âm trần,99
2025-01-24,Trung Thị Dương,phòng nhân sự,TC3AMA,đèn cảm ứng,39
2024-09-03,Hải Đặng,phòng R&D,334SWW,đèn LED tròn,82
2024-06-12,Cô Khoa Phạm,phòng R&D,UO69VD,đèn bàn học,64
2024-07-26,Chị Khoa Hoàng,phòng kỹ thuật,B768T,đèn cảm ứng,68
2024-05-17,Thành Tấn Nguyễn,phòng nhân sự,ETXUEA,đèn LED âm trần,86
2024-09-09,Hà Đặng,phòng kỹ thuật,GMN7P,đèn cảm ứng,57
2024-10-28,Ông Trung Vũ,phòng nhân sự,0SBCHX,đèn cảm ứng,63
2025-03-04,Quý cô Chi Phạm,phòng kỹ thuật,YQXUJ2,đèn cảm ứng,5
2024-03-24,Nhật Bùi,phòng nhân sự,ML80P,đèn bàn học,84
2024-02-03,Bà Yến Lê,phòng kỹ thuật,LFUO6,đèn cảm ứng,25
2024-01-30,Bà Hạnh Mai,phòng kỹ thuật,X65B3,đèn LED tròn,30
2024-02-29,Chị Nhật Nguyễn,phòng nhân sự,2H89FY,đèn LED âm trần,62
2024-01-03,Trọng Mai,phòng kỹ thuật,DPBFB,đèn LED âm trần,58
2025-04-05,Anh Quang Lê,phòng kinh doanh,KJLJV,đèn cảm ứng,67
2025-03-24,Nhật Quang Mai,phòng kỹ thuật,4WX9B,đèn LED âm trần,81
2024-04-30,Thành Thị Vũ,phòng kỹ thuật,7Y0HG1,đèn bàn học,49
2024-11-03,Vân Lê,phòng kỹ thuật,4NUVD,đèn cảm ứng,90
2024-10-30,Bà Phương Mai,phòng nhân sự,58RGXT,đèn LED tròn,5
2024-08-18,Tùng Hoàng,phòng R&D,MUFXL,đèn LED tròn,6
2025-04-09,Lâm Thế Hoàng,phòng kỹ thuật,G0684K,đèn cảm ứng,67
2024-08-01,Trọng Mai Bảo Phạm,phòng kỹ thuật,LRB44T,đèn LED âm trần,30
2024-08-27,Hà Vũ,phòng nhân sự,0Y2XO,đèn LED tròn,57
2024-03-12,Quý ông Bảo Trần,phòng nhân sự,TE7NE,đèn bàn học,77
2024-11-27,Phúc Dương,phòng R&D,809GA,đèn LED tròn,2
2024-05-31,Lâm Đức Lê,phòng R&D,3JNR8X,đèn LED tròn,63
2024-03-31,Quang Bùi,phòng nhân sự,UGOZJ,đèn LED âm trần,66
2024-01-26,Trung Nguyễn,phòng kỹ thuật,OF5W0M,đèn LED âm trần,10
2025-01-11,Huy Bùi,phòng kỹ thuật,C9BOW,đèn LED âm trần,35
2025-02-06,Cô Yến Trần,phòng nhân sự,RGBPB3,đèn cảm ứng,89
2024-07-05,Chị Thảo Lê,phòng kinh doanh,GRDAR,đèn bàn học,65
2024-05-02,Anh Trần,phòng nhân sự,NS07VS,đèn bàn học,49
2024-10-11,Chị Nhật Dương,phòng R&D,0GKX9,đèn LED âm trần,51
2025-02-05,Cô Linh Đặng,phòng nhân sự,WXLAJH,đèn bàn học,70
2024-06-04,Huy Nguyễn,phòng R&D,ME0KFG,đèn cảm ứng,29
2025-04-07,Ánh Nguyễn,phòng kỹ thuật,FJGEU6,đèn LED âm trần,47
2024-06-15,Lâm Hoàng,phòng nhân sự,VP5AM5,đèn LED tròn,54
2024-10-09,Chị Bảo Lê,phòng nhân sự,PEZNH,đèn cảm ứng,32
2024-08-02,Tùng Trần,phòng R&D,1QLT0B,đèn cảm ứng,20
2025-03-30,Cô Hải Phạm,phòng nhân sự,QLYHL,đèn LED âm trần,20
2024-01-11,Cô Xuân Nguyễn,phòng R&D,YKRN8,đèn cảm ứng,3
2024-06-12,Khoa Hữu Lê,phòng nhân sự,N3WG9,đèn LED âm trần,86
2024-07-06,Nhật Hoàng,phòng kỹ thuật,9IZQP,đèn bàn học,80
2024-09-11,Ông Trung Hoàng,phòng kinh doanh,GD35C,đèn bàn học,62
2024-10-04,Nhật Mai,phòng kỹ thuật,2CBC3,đèn bàn học,100
2024-03-14,Hà Trần,phòng nhân sự,1080U,đèn cảm ứng,75
2024-12-01,Khoa Bảo Phạm,phòng kinh doanh,6MDDXA,đèn LED tròn,31
2024-08-30,Chi Nguyễn,phòng nhân sự,WCTHB,đèn bàn học,44
2025-01-03,Quý ông Huy Vũ,phòng kinh doanh,QAWO9,đèn cảm ứng,26
2024-07-27,Bác Anh Bùi,phòng nhân sự,UAOU5,đèn LED âm trần,61
2025-01-16,Nhật Hoàng,phòng R&D,GF6UP,đèn LED âm trần,26
2024-02-23,Huy Mai Bảo Mai,phòng R&D,ZRA4UX,đèn LED tròn,7
2025-04-05,Hạnh Trần,phòng R&D,0DJMGY,đèn LED âm trần,79
2024-05-18,Nam Đặng,phòng R&D,CETPG5,đèn LED âm trần,7
2025-04-02,Bảo Dương,phòng kinh doanh,9YCQN,đèn cảm ứng,38
2024-08-16,Yến Vũ,phòng nhân sự,571B84,đèn cảm ứng,74
2024-08-20,Phương Phạm,phòng kinh doanh,OV7IO,đèn LED tròn,2
2024-08-09,Quý cô Kim Dương,phòng kinh doanh,9OYBK,đèn LED tròn,44
2024-09-30,Hạnh Đặng,phòng kỹ thuật,BQQV0,đèn LED tròn,92
2024-01-18,Ông Châu Lê,phòng R&D,64SQ6,đèn LED âm trần,56
2024-09-10,Quý ông Quang Trần,phòng kỹ thuật,0S4BQ,đèn cảm ứng,8
2024-04-26,Anh Thế Vũ,phòng kỹ thuật,1V7PM,đèn bàn học,97
2024-07-16,Quý cô Hà Phạm,phòng R&D,WAAXWG,đèn LED tròn,76
2024-02-20,Vân Phạm,phòng R&D,9NSYSB,đèn cảm ứng,30
2024-08-15,Lan Dương,phòng R&D,EXGEI,đèn cảm ứng,63
2025-02-19,Mai Bùi,phòng R&D,7MCPRQ,đèn bàn học,77
2025-01-17,Nhật Mai,phòng kỹ thuật,6JY13Y,đèn bàn học,68
2024-10-02,Trọng Nguyễn,phòng nhân sự,9112I,đèn cảm ứng,46
2024-12-29,Quý cô Hạnh Mai,phòng kỹ thuật,GA5A3K,đèn LED âm trần,72
2024-09-08,Trung Mai,phòng kinh doanh,63RPU,đèn LED âm trần,93
2025-03-29,Cô Vi Mai,phòng kỹ thuật,08FCK,đèn LED tròn,79
2024-04-22,Minh Trần,phòng kinh doanh,PUD7F,đèn cảm ứng,25
2024-12-08,Hải Đặng,phòng nhân sự,4RXHM,đèn LED âm trần,37
2024-05-21,Anh Trung Vũ,phòng kỹ thuật,YCCRY,đèn bàn học,5
2024-03-20,Kim Bùi,phòng kinh doanh,RYV8DW,đèn LED tròn,27
2024-07-12,Trung Mai,phòng kỹ thuật,2YDHW2,đèn LED tròn,92
2024-03-16,Quý cô Hồng Hoàng,phòng nhân sự,DH308,đèn cảm ứng,71
2024-09-28,Bác Thành Nguyễn,phòng kinh doanh,YK19IF,đèn LED tròn,70
2024-04-15,Vũ Đặng,phòng kinh doanh,YL66BQ,đèn LED tròn,97
2025-01-11,Ông Khoa Bùi,phòng R&D,65OH4N,đèn LED tròn,50
2025-01-20,Bảo Vũ,phòng R&D,CCS3M,đèn LED tròn,63
2024-04-03,Bà Vi Trần,phòng nhân sự,G2D9P4,đèn LED âm trần,32
2025-04-05,Nhiên Hoàng,phòng kinh doanh,LYRMPZ,đèn LED tròn,87
2024-09-19,Tùng Vũ,phòng nhân sự,7DGD6,đèn LED tròn,63
2024-10-22,Quý cô Duyên Trần,phòng kinh doanh,R84K3S,đèn cảm ứng,39
2025-02-10,Lâm Vũ,phòng R&D,9NU9H,đèn LED âm trần,12
2025-02-04,Anh Hưng Đặng,phòng kỹ thuật,C06IOK,đèn LED âm trần,52
2024-12-13,Yến Hoàng,phòng kỹ thuật,TOL44L,đèn bàn học,64
2024-06-12,Quý cô Chi Hoàng,phòng kinh doanh,FNK25,đèn LED tròn,61
2025-01-03,Minh Đức Nguyễn,phòng kinh doanh,L0FNI8,đèn LED tròn,67
2024-06-24,Quang Văn Lê,phòng R&D,G51O00,đèn LED tròn,63
2024-03-02,Quý cô Hồng Hoàng,phòng R&D,JHXK7Y,đèn LED tròn,94
2024-04-17,Bà Vân Phạm,phòng R&D,LYZ65,đèn LED tròn,43
2024-01-28,Phương Phạm,phòng kỹ thuật,UF0SV,đèn LED tròn,21
2025-02-16,Hải Tấn Lê,phòng R&D,AFB8WM,đèn cảm ứng,68
2024-02-02,Lan Lê,phòng R&D,3S5Y6,đèn LED tròn,43
2024-05-25,Lâm Mai Bảo Đặng,phòng nhân sự,W570J2,đèn bàn học,98
2025-03-09,Nhật Vũ,phòng kinh doanh,9V3GH,đèn LED tròn,77
2024-01-18,Duyên Mai,phòng R&D,G079F,đèn bàn học,79
2024-10-23,Cô Vân Lê,phòng kinh doanh,ZKL6V8,đèn LED tròn,25
2024-04-05,Ông Thành Lê,phòng kỹ thuật,BNEG4,đèn LED tròn,36
2025-01-12,Bác Thành Đặng,phòng kỹ thuật,JAA7H3,đèn LED tròn,52
2024-01-25,Nhiên Lê,phòng kinh doanh,XMB9Q,đèn cảm ứng,5
2025-02-25,Anh Hoàng,phòng kỹ thuật,UT1UL,đèn bàn học,88
2024-05-24,Quý ông Quang Trần,phòng kỹ thuật,DLD4O,đèn LED âm trần,46
2024-05-04,Hưng Đức Phạm,phòng kỹ thuật,8RB9TX,đèn LED tròn,98
2024-06-17,Bảo Đức Mai,phòng kỹ thuật,ZKFYQ,đèn LED âm trần,4
2024-11-20,Xuân Phạm,phòng kỹ thuật,U1XW0,đèn LED âm trần,67
2024-04-17,Hồng Nguyễn,phòng nhân sự,MSKGN,đèn LED tròn,73
2025-02-19,Ông Châu Nguyễn,phòng kinh doanh,CX0I7,đèn bàn học,81
2024-01-18,Anh Đặng,phòng R&D,JP6P7S,đèn LED tròn,80
2024-12-11,Lâm Đức Vũ,phòng kỹ thuật,RZ1FU,đèn cảm ứng,83
2024-03-26,Anh Vũ,phòng kỹ thuật,6NOGG,đèn cảm ứng,13
2024-03-01,Trọng Bùi,phòng kỹ thuật,3H6B1N,đèn cảm ứng,56
2024-02-02,Vân Dương,phòng kinh doanh,WT5LSV,đèn cảm ứng,61
2024-03-13,Trọng Nguyễn,phòng kỹ thuật,9E87Q,đèn cảm ứng,31
2024-04-09,Thành Văn Trần,phòng R&D,H2RB18,đèn LED âm trần,92
2024-04-03,Tú Mai,phòng nhân sự,REQYPG,đèn LED âm trần,65
2025-03-10,Quý ông Nhiên Hoàng,phòng kinh doanh,IU4FPP,đèn bàn học,92
2024-01-19,Cô Hải Phạm,phòng R&D,13YRD6,đèn LED tròn,47
2024-04-19,Anh Trung Trần,phòng kỹ thuật,XZDAH,đèn bàn học,31
2025-01-10,Bà Ánh Mai,phòng nhân sự,WPAF8J,đèn bàn học,17
2024-02-05,Trung Mai Bảo Hoàng,phòng kỹ thuật,92QT4,đèn bàn học,6
2024-05-20,Linh Lê,phòng nhân sự,YFDSEU,đèn bàn học,49
2024-01-29,Cô Hồng Vũ,phòng R&D,1C4OD,đèn bàn học,67
2024-05-22,Phúc Mai Bảo Mai,phòng nhân sự,CI5JW7,đèn cảm ứng,10
2025-04-02,Kim Phú Bùi,phòng kinh doanh,RA4PA,đèn LED tròn,16
2024-06-18,Cô Mai Vũ,phòng kỹ thuật,0J1LWZ,đèn LED tròn,52
2024-05-12,Anh Châu Dương,phòng kỹ thuật,ENVBF2,đèn LED âm trần,93
2025-03-11,Chị Duyên Mai,phòng nhân sự,6ZHW5J,đèn LED tròn,75
2025-02-09,Kim Dương,phòng R&D,9ESDO,đèn LED âm trần,46
2024-05-25,Hồng Nguyễn,phòng kỹ thuật,SRNBY,đèn LED âm trần,72
2024-02-05,Ông Trung Vũ,phòng nhân sự,70D9S9,đèn cảm ứng,70
2024-06-19,Phương Bùi,phòng kỹ thuật,BXKZ2L,đèn bàn học,34
2024-08-18,Thành Nguyễn,phòng nhân sự,YQ3DKI,đèn LED âm trần,32
2024-06-04,Nhật Lê,phòng nhân sự,NEJIR7,đèn LED âm trần,76
2025-01-15,Khoa Vũ,phòng R&D,H8T3C,đèn LED tròn,85
2024-02-06,Cô Hồng Nguyễn,phòng R&D,HDPGT,đèn LED tròn,43
2024-08-24,Nhiên Xuân Bùi,phòng kỹ thuật,J9JPSO,đèn LED âm trần,86
2024-07-26,Quý cô Nhật Hoàng,phòng nhân sự,26SLH,đèn bàn học,77
2024-01-02,Vi Hoàng,phòng kinh doanh,A87OPI,đèn bàn học,64
2025-02-03,Quý cô Ngọc Bùi,phòng kinh doanh,2OZWC,đèn LED tròn,48
2024-01-14,Ông Vũ Nguyễn,phòng kinh doanh,E3KBR8,đèn bàn học,33
2024-02-21,Vũ Phạm,phòng kinh doanh,QZMK2,đèn cảm ứng,35
2025-01-20,Ánh Hoàng,phòng nhân sự,SD4HU,đèn cảm ứng,66
2024-03-05,Quý cô Hồng Lê,phòng nhân sự,ZYRPN,đèn cảm ứng,61
2024-02-10,Mai Mai,phòng R&D,IYCP2,đèn LED tròn,73
2024-02-26,Cô Lâm Hoàng,phòng nhân sự,BALAD,đèn LED tròn,53
2024-02-05,Hải Mai,phòng nhân sự,M4YRCR,đèn cảm ứng,21
2024-03-01,Bác Dũng Trần,phòng nhân sự,B52S0Z,đèn bàn học,37
2024-02-21,Thành Đức Bùi,phòng kỹ thuật,C8E3Y,đèn LED tròn,84
2024-09-15,Hà Văn Lê,phòng nhân sự,Z1XRZ,đèn bàn học,36
2024-07-03,Bảo Hoàng Hoàng,phòng kinh doanh,EA5LQ,đèn LED âm trần,15
2024-12-18,Chị Phương Vũ,phòng nhân sự,E2VOC,đèn LED tròn,16
2024-11-20,Nhật Hữu Dương,phòng R&D,JXBLB,đèn bàn học,32
2024-02-19,Cô Linh Vũ,phòng kinh doanh,F1Y9N,đèn LED âm trần,64
2024-06-03,Hà Văn Phạm,phòng kỹ thuật,FUGAC,đèn cảm ứng,67
2024-08-15,Bà Nhật Trần,phòng kinh doanh,J60REU,đèn bàn học,29
2024-08-23,Nam Bùi,phòng kỹ thuật,77P5K,đèn bàn học,49
2025-04-02,Thành Bùi,phòng kinh doanh,EEGNM,đèn LED tròn,58
2024-05-31,Xuân Trần,phòng kỹ thuật,6HBEMB,đèn LED âm trần,73
2025-02-08,Bác Tùng Lê,phòng nhân sự,85TBE,đèn cảm ứng,79
2024-02-29,Vi Phạm,phòng R&D,8T1384,đèn LED tròn,69
2024-01-26,Quý cô Thảo Dương,phòng nhân sự,A1D6W,đèn bàn học,40
2024-11-22,Hà Phạm,phòng kỹ thuật,F7CVE,đèn cảm ứng,9
2024-03-25,Lâm Hoàng,phòng kinh doanh,SSYLV,đèn LED tròn,31
2024-08-20,Vân Trần,phòng kinh doanh,3M6WX,đèn bàn học,43
2025-02-02,Anh Phúc Lê,phòng kinh doanh,LRH8L,đèn LED âm trần,33
2024-09-25,Vi Mai,phòng kinh doanh,8X4DO,đèn LED tròn,57
2024-11-16,Xuân Hoàng,phòng R&D,Z98VEN,đèn bàn học,82
2024-10-01,Hạnh Phạm,phòng R&D,XOGKP,đèn bàn học,17
2024-12-27,Bảo Đặng,phòng kỹ thuật,OMK7BP,đèn bàn học,54
2025-01-17,Hạnh Phạm,phòng nhân sự,TASGOP,đèn LED âm trần,1
2024-04-15,Thành Văn Nguyễn,phòng kinh doanh,C40XI,đèn LED tròn,82
2025-04-09,Bà An Trần,phòng kinh doanh,B5APW7,đèn cảm ứng,39
2025-02-09,An Dương,phòng R&D,I1L37,đèn LED âm trần,23
2025-01-01,Yến Vũ,phòng kinh doanh,N2QWZ,đèn cảm ứng,11
2025-01-31,Khoa Bùi,phòng R&D,JEG8K,đèn LED tròn,46
2024-02-05,Nhiên Bùi,phòng kỹ thuật,8YU9R,đèn LED âm trần,64
2024-07-22,Vi Lê,phòng nhân sự,3VBUGB,đèn LED tròn,81
2025-01-14,Bác Hưng Mai,phòng kỹ thuật,8CZBW,đèn bàn học,73
2024-03-10,Duyên Dương,phòng kinh doanh,LDYW2,đèn cảm ứng,93
2024-11-11,Lâm Đức Mai,phòng kỹ thuật,ZTKLXO,đèn LED tròn,61
2024-12-30,Trung Thị Phạm,phòng kinh doanh,NQLUDL,đèn cảm ứng,90
2024-04-27,Lâm Quang Lê,phòng nhân sự,WW2V8R,đèn bàn học,29
2024-06-08,Ông Dũng Bùi,phòng R&D,STFTY9,đèn LED âm trần,9
2024-09-09,Hạnh Bùi,phòng kinh doanh,WOVFA,đèn LED tròn,28
2024-08-14,Trung Trần,phòng kinh doanh,DAB93,đèn cảm ứng,100
2025-01-29,Lâm Văn Dương,phòng R&D,GKC3X8,đèn LED âm trần,80
2024-10-15,Bảo Đức Mai,phòng nhân sự,K298C8,đèn cảm ứng,54
2024-01-15,Hoàng Văn Dương,phòng nhân sự,4QWAH,đèn LED âm trần,62
2024-06-10,Hà Dương,phòng nhân sự,SMGY8C,đèn LED âm trần,84
2024-08-20,Tùng Thị Dương,phòng nhân sự,8ECHS,đèn bàn học,73
2025-02-16,Quang Thị Mai,phòng R&D,ZK2C8,đèn LED tròn,23
2024-11-27,Ông Bảo Phạm,phòng kinh doanh,32WMIB,đèn cảm ứng,76
2024-01-28,Lâm Trí Phạm,phòng nhân sự,J4FDDD,đèn bàn học,38
2025-03-17,Tú Hữu Nguyễn,phòng kinh doanh,6EXK0,đèn LED âm trần,43
2025-02-12,Khoa Đặng,phòng kỹ thuật,YFZ0K5,đèn bàn học,67
2024-08-29,Vi Đặng,phòng nhân sự,XYG9L,đèn bàn học,80
2024-05-15,Nhật Nguyễn,phòng kỹ thuật,JIK6LF,đèn bàn học,10
2024-02-06,Cô Yến Vũ,phòng nhân sự,JLSN96,đèn LED âm trần,33
2024-02-04,Chị Phương Bùi,phòng kinh doanh,UZG96,đèn cảm ứng,88
2024-09-11,Trọng Nguyễn,phòng R&D,GOODHZ,đèn LED tròn,76
2025-01-11,Bảo Dương,phòng kỹ thuật,ZWIV1,đèn LED âm trần,24
2025-03-07,Cô Vân Nguyễn,phòng kỹ thuật,AYS9K,đèn LED tròn,57
2024-04-13,Kim Tấn Nguyễn,phòng R&D,KAUC6G,đèn LED âm trần,62
2025-03-06,Cô Hồng Bùi,phòng R&D,AQGJ2,đèn LED âm trần,95
2024-12-10,Hoàng Hoàng,phòng kỹ thuật,YEHC6,đèn bàn học,57
2024-01-15,Phúc Trần,phòng R&D,A2PW4,đèn cảm ứng,31
2024-08-03,Bảo Nguyễn,phòng nhân sự,YI39JZ,đèn LED âm trần,65
2024-01-19,Quý cô Lan Vũ,phòng kỹ thuật,TWZC5,đèn cảm ứng,61
2025-01-25,Khoa Mai,phòng kỹ thuật,WHQV5,đèn LED âm trần,30
2025-03-21,Bảo Văn Trần,phòng kỹ thuật,SUFG4,đèn LED âm trần,62
2024-12-24,Bà An Mai,phòng R&D,TWTE34,đèn LED âm trần,20
2025-04-09,Bác Thành Nguyễn,phòng R&D,4NM71,đèn LED tròn,95
2024-05-12,Cô Vân Dương,phòng kinh doanh,HYBNP,đèn LED tròn,85
2024-10-05,Hà Bùi,phòng kinh doanh,6S9I5L,đèn LED âm trần,34
2024-02-12,Hồng Vũ,phòng R&D,PCWKJ,đèn bàn học,48
2025-03-31,Cô Nhật Dương,phòng kinh doanh,F9YRQ,đèn LED tròn,100
2025-03-17,Chị Vân Bùi,phòng R&D,NCJAO,đèn LED âm trần,84
2024-01-14,Bà Kim Vũ,phòng kỹ thuật,CM8S6M,đèn LED tròn,34
2024-04-03,Cô Chi Dương,phòng kinh doanh,N5PTG,đèn LED tròn,36
2025-03-31,Trung Hoàng Mai,phòng nhân sự,CC2L41,đèn LED tròn,58
2024-12-15,Chị Thành Vũ,phòng kinh doanh,1LJVI,đèn LED âm trần,81
2025-02-26,Bà Lan Đặng,phòng kỹ thuật,XJUROF,đèn LED tròn,35
2024-03-18,Phương Phạm,phòng kỹ thuật,70KMUM,đèn bàn học,33
2025-01-22,Nhật Hoàng,phòng nhân sự,N1IWJ,đèn LED âm trần,81
2024-02-13,Anh Hoàng Dương,phòng nhân sự,TXAMN,đèn LED tròn,87
2024-06-20,Quý cô Linh Mai,phòng nhân sự,CBE0R,đèn LED tròn,97
2024-12-17,Khoa Xuân Trần,phòng nhân sự,KZTH26,đèn bàn học,81
2025-02-07,Chị Lan Đặng,phòng nhân sự,I7WIP,đèn LED âm trần,82
2024-11-08,Nhật Dương,phòng kỹ thuật,GOR7A,đèn LED âm trần,46
2024-02-27,Khoa Hải Đặng,phòng nhân sự,GKJ3YK,đèn LED âm trần,77
2024-06-05,Bảo Mai,phòng R&D,XXR5K,đèn bàn học,8
2024-03-01,Khoa Trí Mai,phòng nhân sự,XRSLA,đèn LED tròn,71
2024-03-14,Nam Thế Đặng,phòng kỹ thuật,8Q8OW,đèn bàn học,59
2024-06-27,Kim Mai,phòng kỹ thuật,YK14V,đèn bàn học,70
2024-12-31,Vũ Tấn Trần,phòng R&D,OYUKJ,đèn bàn học,11
2024-10-19,Hà Đức Nguyễn,phòng R&D,OCQGP,đèn bàn học,97
2024-08-31,An Thị Bùi,phòng R&D,4Z2UD,đèn cảm ứng,42
2024-04-02,Hạnh Lê,phòng R&D,B0V24,đèn cảm ứng,58
2024-04-10,Khoa Tấn Lê,phòng R&D,KE8FIC,đèn LED tròn,16
2024-05-01,Quý cô Lan Dương,phòng kinh doanh,L17MX,đèn cảm ứng,41
2024-09-18,Cô Xuân Dương,phòng kỹ thuật,GYJBG,đèn LED tròn,15
2024-07-07,Phúc Trần,phòng kinh doanh,JPSXE,đèn LED âm trần,42
2024-10-19,Hưng Trần,phòng nhân sự,BI7VW,đèn cảm ứng,45
2024-05-10,Nhật Hoàng Nguyễn,phòng nhân sự,2IUXP,đèn bàn học,64
2024-05-02,Hương Dương,phòng kinh doanh,5B6G9C,đèn bàn học,70
2024-05-28,Hải Trần,phòng nhân sự,CGP3AS,đèn cảm ứng,28
2025-04-09,Chị Hương Vũ,phòng R&D,4Z82M,đèn bàn học,63
2024-12-15,Vi Phạm,phòng R&D,7Y6TZ,đèn bàn học,12
2024-03-13,Khoa Thế Vũ,phòng nhân sự,CFD58,đèn LED tròn,74
2024-10-13,Anh Tú Hoàng,phòng kỹ thuật,KOMLT9,đèn LED âm trần,79
2024-08-27,Quý cô Ánh Hoàng,phòng R&D,CI7Y3,đèn LED âm trần,83
2025-02-27,Nhật Mai Phạm,phòng nhân sự,BWZLWF,đèn bàn học,85
2024-06-28,Bà Yến Đặng,phòng R&D,H3BN3,đèn LED tròn,78
2025-03-09,Nam Bùi,phòng R&D,9WJPF5,đèn bàn học,6
2024-10-04,Bà Hà Trần,phòng nhân sự,2CCU5,đèn LED âm trần,51
2024-12-23,Bác Trọng Đặng,phòng nhân sự,C8MT92,đèn LED âm trần,38
2024-11-16,Trọng Quang Trần,phòng nhân sự,NLTUQ0,đèn cảm ứng,22
2024-04-19,Bảo Hoàng,phòng nhân sự,3T7CMF,đèn bàn học,77
2024-08-16,Yến Lê,phòng kinh doanh,RL1WP,đèn LED âm trần,99
2024-01-26,Bảo Thế Dương,phòng kinh doanh,IJTAPS,đèn cảm ứng,91
2024-01-29,Anh Trọng Dương,phòng R&D,CGUOO3,đèn LED âm trần,61
2025-02-13,Hà Đặng,phòng kinh doanh,EK82NB,đèn LED âm trần,3
2024-01-04,Anh Trung Nguyễn,phòng kỹ thuật,ZNPBQ6,đèn LED tròn,93
2024-04-21,Phương Phú Bùi,phòng nhân sự,TWKKS,đèn LED âm trần,82
2024-05-08,Hoàng Trí Đặng,phòng nhân sự,V3KL9X,đèn bàn học,4
2025-01-24,Quý ông Hưng Dương,phòng kỹ thuật,JROVJQ,đèn LED tròn,35
2024-07-28,Bảo Hữu Nguyễn,phòng kỹ thuật,KHOGY,đèn cảm ứng,51
2024-05-10,Nhiên Trí Mai,phòng kỹ thuật,3J8XDU,đèn LED tròn,17
2024-11-23,Chị Vân Lê,phòng kinh doanh,0MTY2,đèn bàn học,70
2025-01-19,Chị Lâm Hoàng,phòng R&D,1VUGGG,đèn LED âm trần,83
2025-01-28,Kim Hải Nguyễn,phòng kinh doanh,Y46D93,đèn bàn học,81
2024-11-17,Thành Mai Bảo Trần,phòng nhân sự,UQJXRG,đèn LED tròn,60
2024-06-09,Duyên Phạm,phòng kỹ thuật,N6LVKY,đèn LED tròn,14
2025-03-24,Quý cô Hạnh Dương,phòng kinh doanh,JN17J,đèn LED âm trần,93
2024-10-11,Khoa Trí Bùi,phòng nhân sự,Q9QJY,đèn cảm ứng,15
2024-12-26,Tùng Trần,phòng kỹ thuật,8PTK0,đèn cảm ứng,62
2024-09-29,Cô Lâm Lê,phòng kỹ thuật,LY416,đèn LED âm trần,34
2025-03-17,Bác Huy Bùi,phòng kỹ thuật,OZB3L,đèn bàn học,76
2024-04-10,Khoa Đặng,phòng kỹ thuật,15AYCI,đèn cảm ứng,24
2024-02-25,Trọng Hoàng,phòng R&D,PAR01X,đèn cảm ứng,84
2025-01-31,Hạnh Bùi,phòng R&D,42SYI,đèn bàn học,66
2024-01-18,Trọng Hoàng,phòng kỹ thuật,O9GIY,đèn bàn học,55
2024-05-25,Phương Nguyễn,phòng nhân sự,U2XDE,đèn cảm ứng,41
2025-02-09,Vũ Hoàng,phòng R&D,KOJOJZ,đèn bàn học,96
2024-08-24,Hà Dương,phòng R&D,TZHDNT,đèn LED tròn,90
