Date,Employee_Name,KPI_code,region,product_name,Số KPI
2024-01-11,Cô Xuân Nguyễn,KTV48Y,miền Bắc,đèn cảm ứng,189
2024-06-12,Khoa Hữu Lê,0LMJO,miền Bắc,đèn LED âm trần,176
2024-07-06,Nhật Hoàng,P7JP8,miền Trung,đèn bàn học,599
2024-09-11,Ông Trung Hoàng,A7KMKZ,miền Trung,đèn bàn học,593
2024-10-04,Nhật Mai,W1M1Q6,miền Nam,đèn bàn học,374
2024-03-14,Hà Trần,A57DJR,miền Trung,đèn cảm ứng,8
2024-12-01,Khoa Bảo Phạm,A7J30,miền Nam,đèn LED tròn,364
2024-08-30,Chi Nguyễn,30QAC,miền Bắc,đèn bàn học,356
2025-01-03,Quý ông Huy Vũ,HG0YO,miền Trung,đèn cảm ứng,679
2024-07-27,Bác Anh Bùi,EL1QG,miền Bắc,đèn LED âm trần,704
2025-01-16,Nhật Hoàng,QS6AY,miền Trung,đèn LED âm trần,430
2024-02-23,Huy Mai Bảo Mai,9OMPG,miền Nam,đèn LED tròn,655
2025-04-05,Hạnh Trần,A4HZ7G,miền Nam,đèn LED âm trần,699
2024-05-18,Nam Đặng,KPGD3,miền Nam,đèn LED âm trần,129
2025-04-02,Bảo Dương,UMZTD,miền Trung,đèn cảm ứng,534
2024-08-16,Yến Vũ,E6GMG,miền Bắc,đèn cảm ứng,100
2024-08-20,Phương Phạm,7AQV7U,miền Trung,đèn LED tròn,369
2024-08-09,Quý cô Kim Dương,JHXRHD,miền Bắc,đèn LED tròn,258
2024-09-30,Hạnh Đặng,ICFMJE,miền Trung,đèn LED tròn,255
2024-01-18,Ông Châu Lê,CS9TO8,miền Nam,đèn LED âm trần,38
2024-09-10,Quý ông Quang Trần,Q6W22,miền Trung,đèn cảm ứng,823
2024-04-26,Anh Thế Vũ,8Y6JT,miền Bắc,đèn bàn học,498
2024-07-16,Quý cô Hà Phạm,U0JMI,miền Nam,đèn LED tròn,567
2024-02-20,Vân Phạm,MCHEK,miền Nam,đèn cảm ứng,853
2024-08-15,Lan Dương,FW4ED,miền Nam,đèn cảm ứng,164
2025-02-19,Mai Bùi,F3V9T,miền Nam,đèn bàn học,631
2025-01-17,Nhật Mai,BJ1GVS,miền Bắc,đèn bàn học,93
2024-10-02,Trọng Nguyễn,I4MT1B,miền Nam,đèn cảm ứng,869
2024-12-29,Quý cô Hạnh Mai,VFWFSE,miền Trung,đèn LED âm trần,391
2024-09-08,Trung Mai,WACLI,miền Trung,đèn LED âm trần,395
2025-03-29,Cô Vi Mai,YYJ4W,miền Bắc,đèn LED tròn,721
2024-04-22,Minh Trần,6G5HE,miền Nam,đèn cảm ứng,627
2024-12-08,Hải Đặng,8F24AK,miền Nam,đèn LED âm trần,197
2024-05-21,Anh Trung Vũ,59O4K,miền Nam,đèn bàn học,335
2024-03-20,Kim Bùi,9MKZ51,miền Bắc,đèn LED tròn,990
2024-07-12,Trung Mai,ZORT1,miền Nam,đèn LED tròn,684
2024-03-16,Quý cô Hồng Hoàng,Y3QVX7,miền Nam,đèn cảm ứng,235
2024-09-28,Bác Thành Nguyễn,JZVYOD,miền Trung,đèn LED tròn,984
2024-04-15,Vũ Đặng,G3ABP1,miền Bắc,đèn LED tròn,620
2025-01-11,Ông Khoa Bùi,4JNZU0,miền Trung,đèn LED tròn,61
2025-01-20,Bảo Vũ,BD19H,miền Bắc,đèn LED tròn,655
2024-04-03,Bà Vi Trần,OT9UW2,miền Nam,đèn LED âm trần,935
2025-04-05,Nhiên Hoàng,FL0BW,miền Nam,đèn LED tròn,655
2024-09-19,Tùng Vũ,RZGER,miền Nam,đèn LED tròn,537
2024-10-22,Quý cô Duyên Trần,HTBW05,miền Bắc,đèn cảm ứng,272
2025-02-10,Lâm Vũ,PNNEFG,miền Trung,đèn LED âm trần,39
2025-02-04,Anh Hưng Đặng,L0B22,miền Trung,đèn LED âm trần,464
2024-12-13,Yến Hoàng,4PU53,miền Nam,đèn bàn học,175
2024-06-12,Quý cô Chi Hoàng,39FHE,miền Bắc,đèn LED tròn,291
2025-01-03,Minh Đức Nguyễn,RIRDKA,miền Trung,đèn LED tròn,364
2024-06-24,Quang Văn Lê,5IQL26,miền Bắc,đèn LED tròn,749
2024-03-02,Quý cô Hồng Hoàng,GVQVTG,miền Nam,đèn LED tròn,232
2024-04-17,Bà Vân Phạm,TUUZD1,miền Bắc,đèn LED tròn,917
2024-01-28,Phương Phạm,44ZH9,miền Bắc,đèn LED tròn,642
2025-02-16,Hải Tấn Lê,B851GW,miền Bắc,đèn cảm ứng,365
2024-02-02,Lan Lê,CIL05Q,miền Nam,đèn LED tròn,991
2024-05-25,Lâm Mai Bảo Đặng,851PT,miền Trung,đèn bàn học,640
2025-03-09,Nhật Vũ,AVTYWB,miền Bắc,đèn LED tròn,420
2024-01-18,Duyên Mai,B4Q7LN,miền Bắc,đèn bàn học,489
2024-10-23,Cô Vân Lê,AB9FQ6,miền Nam,đèn LED tròn,400
2024-04-05,Ông Thành Lê,HRN71,miền Nam,đèn LED tròn,469
2025-01-12,Bác Thành Đặng,2HYV32,miền Nam,đèn LED tròn,450
2024-01-25,Nhiên Lê,X1XWK,miền Bắc,đèn cảm ứng,983
2025-02-25,Anh Hoàng,SDQ6T,miền Nam,đèn bàn học,333
2024-05-24,Quý ông Quang Trần,ZZRM1I,miền Nam,đèn LED âm trần,137
2024-05-04,Hưng Đức Phạm,YC3BM,miền Nam,đèn LED tròn,426
2024-06-17,Bảo Đức Mai,W15M5,miền Nam,đèn LED âm trần,967
2024-11-20,Xuân Phạm,HRLP4I,miền Trung,đèn LED âm trần,979
2024-04-17,Hồng Nguyễn,XCCR3W,miền Trung,đèn LED tròn,966
2025-02-19,Ông Châu Nguyễn,F7UM3,miền Bắc,đèn bàn học,590
2024-01-18,Anh Đặng,2WCF9,miền Bắc,đèn LED tròn,982
2024-12-11,Lâm Đức Vũ,OTH25C,miền Nam,đèn cảm ứng,669
2024-03-26,Anh Vũ,25REL0,miền Trung,đèn cảm ứng,533
2024-03-01,Trọng Bùi,MTM18,miền Bắc,đèn cảm ứng,121
2024-02-02,Vân Dương,IOS1YZ,miền Nam,đèn cảm ứng,482
2024-03-13,Trọng Nguyễn,A91HWN,miền Bắc,đèn cảm ứng,256
2024-04-09,Thành Văn Trần,H2KFU,miền Trung,đèn LED âm trần,737
2024-04-03,Tú Mai,DJSUBZ,miền Trung,đèn LED âm trần,990
2025-03-10,Quý ông Nhiên Hoàng,BNUCJ,miền Trung,đèn bàn học,855
2024-01-19,Cô Hải Phạm,6XOZM,miền Bắc,đèn LED tròn,654
2024-04-19,Anh Trung Trần,YY5VGU,miền Trung,đèn bàn học,801
2025-01-10,Bà Ánh Mai,VYXIXP,miền Bắc,đèn bàn học,215
2024-02-05,Trung Mai Bảo Hoàng,UFU41,miền Trung,đèn bàn học,821
2024-05-20,Linh Lê,57D25,miền Bắc,đèn bàn học,368
2024-01-29,Cô Hồng Vũ,4GYZX4,miền Bắc,đèn bàn học,180
2024-05-22,Phúc Mai Bảo Mai,JJ4NQZ,miền Trung,đèn cảm ứng,495
2025-04-02,Kim Phú Bùi,I3KHR,miền Nam,đèn LED tròn,403
2024-06-18,Cô Mai Vũ,A8AUO3,miền Bắc,đèn LED tròn,874
2024-05-12,Anh Châu Dương,E50QB,miền Trung,đèn LED âm trần,885
2025-03-11,Chị Duyên Mai,NG7TER,miền Nam,đèn LED tròn,113
2025-02-09,Kim Dương,Z7D10R,miền Nam,đèn LED âm trần,993
2024-05-25,Hồng Nguyễn,9S4FT,miền Nam,đèn LED âm trần,874
2024-02-05,Ông Trung Vũ,YRIM3I,miền Trung,đèn cảm ứng,951
2024-06-19,Phương Bùi,61RUQH,miền Bắc,đèn bàn học,833
2024-08-18,Thành Nguyễn,SYDEE,miền Trung,đèn LED âm trần,217
2024-06-04,Nhật Lê,183BS,miền Trung,đèn LED âm trần,744
2025-01-15,Khoa Vũ,VQ0WW,miền Bắc,đèn LED tròn,707
2024-02-06,Cô Hồng Nguyễn,FA797O,miền Bắc,đèn LED tròn,90
2024-08-24,Nhiên Xuân Bùi,3VC2X,miền Nam,đèn LED âm trần,336
2024-07-26,Quý cô Nhật Hoàng,6148J,miền Trung,đèn bàn học,400
2024-01-02,Vi Hoàng,XHWTPC,miền Nam,đèn bàn học,644
2025-02-03,Quý cô Ngọc Bùi,1QUMM,miền Trung,đèn LED tròn,184
2024-01-14,Ông Vũ Nguyễn,L9E8M,miền Trung,đèn bàn học,809
2024-02-21,Vũ Phạm,R83H4,miền Bắc,đèn cảm ứng,963
2025-01-20,Ánh Hoàng,BHKOIH,miền Nam,đèn cảm ứng,362
2024-03-05,Quý cô Hồng Lê,016EGM,miền Trung,đèn cảm ứng,836
2024-02-10,Mai Mai,NS4O8,miền Trung,đèn LED tròn,172
2024-02-26,Cô Lâm Hoàng,3IDBET,miền Nam,đèn LED tròn,591
2024-02-05,Hải Mai,L3KB1,miền Nam,đèn cảm ứng,44
2024-03-01,Bác Dũng Trần,VYHBS6,miền Nam,đèn bàn học,60
2024-02-21,Thành Đức Bùi,9411K,miền Trung,đèn LED tròn,602
2024-09-15,Hà Văn Lê,E14GU0,miền Bắc,đèn bàn học,227
2024-07-03,Bảo Hoàng Hoàng,6RS5KM,miền Nam,đèn LED âm trần,542
2024-12-18,Chị Phương Vũ,P3PWYW,miền Trung,đèn LED tròn,295
2024-11-20,Nhật Hữu Dương,9YBP5N,miền Nam,đèn bàn học,552
2024-02-19,Cô Linh Vũ,77APL,miền Nam,đèn LED âm trần,314
2024-06-03,Hà Văn Phạm,O6FQM2,miền Trung,đèn cảm ứng,76
2024-08-15,Bà Nhật Trần,CNP1Q,miền Trung,đèn bàn học,727
2024-08-23,Nam Bùi,QTOR7,miền Bắc,đèn bàn học,351
2025-04-02,Thành Bùi,CV2RM,miền Trung,đèn LED tròn,831
2024-05-31,Xuân Trần,M8LQA2,miền Nam,đèn LED âm trần,581
2025-02-08,Bác Tùng Lê,31VB0J,miền Trung,đèn cảm ứng,431
2024-02-29,Vi Phạm,OZAI3,miền Bắc,đèn LED tròn,563
2024-01-26,Quý cô Thảo Dương,80UPBH,miền Trung,đèn bàn học,167
2024-11-22,Hà Phạm,6OECC,miền Nam,đèn cảm ứng,343
2024-03-25,Lâm Hoàng,DDSY54,miền Bắc,đèn LED tròn,445
2024-08-20,Vân Trần,UUB11,miền Nam,đèn bàn học,396
2025-02-02,Anh Phúc Lê,L5C12W,miền Trung,đèn LED âm trần,901
2024-09-25,Vi Mai,79BPB,miền Trung,đèn LED tròn,515
2024-11-16,Xuân Hoàng,6ARMB,miền Trung,đèn bàn học,336
2024-10-01,Hạnh Phạm,YZRLGF,miền Trung,đèn bàn học,311
2024-12-27,Bảo Đặng,GT6MY,miền Trung,đèn bàn học,876
2025-01-17,Hạnh Phạm,86KC0,miền Bắc,đèn LED âm trần,590
2024-04-15,Thành Văn Nguyễn,M2E73,miền Bắc,đèn LED tròn,599
2025-04-09,Bà An Trần,PGDLL,miền Trung,đèn cảm ứng,883
2025-02-09,An Dương,JCPPD,miền Bắc,đèn LED âm trần,470
2025-01-01,Yến Vũ,D9WPM,miền Trung,đèn cảm ứng,610
2025-01-31,Khoa Bùi,F0KHIG,miền Bắc,đèn LED tròn,604
2024-02-05,Nhiên Bùi,M9A4YZ,miền Nam,đèn LED âm trần,544
2024-07-22,Vi Lê,RWG8IA,miền Trung,đèn LED tròn,287
2025-01-14,Bác Hưng Mai,1J3GJJ,miền Trung,đèn bàn học,829
2024-03-10,Duyên Dương,TXF5Q,miền Bắc,đèn cảm ứng,126
2024-11-11,Lâm Đức Mai,Z22L0,miền Trung,đèn LED tròn,163
2024-12-30,Trung Thị Phạm,UE30T,miền Nam,đèn cảm ứng,752
2024-04-27,Lâm Quang Lê,PABR0,miền Nam,đèn bàn học,131
2024-06-08,Ông Dũng Bùi,3UXY8R,miền Trung,đèn LED âm trần,89
2024-09-09,Hạnh Bùi,58QYZO,miền Nam,đèn LED tròn,521
2024-08-14,Trung Trần,8I8X6H,miền Trung,đèn cảm ứng,702
2025-01-29,Lâm Văn Dương,S774JE,miền Bắc,đèn LED âm trần,360
2024-10-15,Bảo Đức Mai,EDZKA,miền Nam,đèn cảm ứng,76
2024-01-15,Hoàng Văn Dương,298D1,miền Nam,đèn LED âm trần,987
2024-06-10,Hà Dương,OV4JML,miền Nam,đèn LED âm trần,463
2024-08-20,Tùng Thị Dương,M6HRK2,miền Nam,đèn bàn học,43
2025-02-16,Quang Thị Mai,XPQN0A,miền Bắc,đèn LED tròn,950
2024-11-27,Ông Bảo Phạm,MTSMU,miền Trung,đèn cảm ứng,995
2024-01-28,Lâm Trí Phạm,V9NNEP,miền Bắc,đèn bàn học,902
2025-03-17,Tú Hữu Nguyễn,3S22BD,miền Trung,đèn LED âm trần,893
2025-02-12,Khoa Đặng,RDFS74,miền Bắc,đèn bàn học,253
2024-08-29,Vi Đặng,JMBT0N,miền Nam,đèn bàn học,54
2024-05-15,Nhật Nguyễn,87XB6,miền Nam,đèn bàn học,720
2024-02-06,Cô Yến Vũ,88TR7O,miền Trung,đèn LED âm trần,987
2024-02-04,Chị Phương Bùi,V50XL,miền Trung,đèn cảm ứng,469
2024-09-11,Trọng Nguyễn,B8DZB,miền Bắc,đèn LED tròn,442
2025-01-11,Bảo Dương,WKB2V,miền Trung,đèn LED âm trần,151
2025-03-07,Cô Vân Nguyễn,9YCMR,miền Bắc,đèn LED tròn,56
2024-04-13,Kim Tấn Nguyễn,9U9PG,miền Nam,đèn LED âm trần,481
2025-03-06,Cô Hồng Bùi,LT8SP7,miền Nam,đèn LED âm trần,5
2024-12-10,Hoàng Hoàng,4AO5OI,miền Nam,đèn bàn học,615
2024-01-15,Phúc Trần,K5EAJ,miền Bắc,đèn cảm ứng,343
2024-08-03,Bảo Nguyễn,XKPSL2,miền Trung,đèn LED âm trần,587
2024-01-19,Quý cô Lan Vũ,8UFHZC,miền Trung,đèn cảm ứng,67
2025-01-25,Khoa Mai,LPLJY,miền Bắc,đèn LED âm trần,361
2025-03-21,Bảo Văn Trần,LIS5G,miền Trung,đèn LED âm trần,653
2024-12-24,Bà An Mai,60T7QL,miền Bắc,đèn LED âm trần,560
2025-04-09,Bác Thành Nguyễn,PQ7UU0,miền Trung,đèn LED tròn,365
2024-05-12,Cô Vân Dương,9VD8ZJ,miền Nam,đèn LED tròn,194
2024-10-05,Hà Bùi,NZ4QF,miền Nam,đèn LED âm trần,71
2024-02-12,Hồng Vũ,59OZW9,miền Nam,đèn bàn học,284
2025-03-31,Cô Nhật Dương,66ZI6G,miền Trung,đèn LED tròn,408
2025-03-17,Chị Vân Bùi,4F8J6F,miền Nam,đèn LED âm trần,50
2024-01-14,Bà Kim Vũ,Q25VW1,miền Nam,đèn LED tròn,866
2024-04-03,Cô Chi Dương,SABF1H,miền Trung,đèn LED tròn,18
2025-03-31,Trung Hoàng Mai,UC69CI,miền Trung,đèn LED tròn,1
2024-12-15,Chị Thành Vũ,N4CH1,miền Bắc,đèn LED âm trần,120
2025-02-26,Bà Lan Đặng,N7TG0L,miền Bắc,đèn LED tròn,709
2024-03-18,Phương Phạm,KKBQ16,miền Nam,đèn bàn học,767
2025-01-22,Nhật Hoàng,0OPXU,miền Bắc,đèn LED âm trần,736
2024-02-13,Anh Hoàng Dương,J564W,miền Trung,đèn LED tròn,182
2024-06-20,Quý cô Linh Mai,BOQHMU,miền Nam,đèn LED tròn,287
2024-12-17,Khoa Xuân Trần,0MZ9QD,miền Trung,đèn bàn học,650
2025-02-07,Chị Lan Đặng,3TYY2V,miền Nam,đèn LED âm trần,868
2024-11-08,Nhật Dương,F2SREZ,miền Bắc,đèn LED âm trần,769
2024-02-27,Khoa Hải Đặng,FOVB9R,miền Bắc,đèn LED âm trần,597
2024-06-05,Bảo Mai,FIGFH,miền Bắc,đèn bàn học,382
2024-03-01,Khoa Trí Mai,LE396,miền Nam,đèn LED tròn,941
2024-03-14,Nam Thế Đặng,G48F1,miền Bắc,đèn bàn học,437
2024-06-27,Kim Mai,2MICK,miền Trung,đèn bàn học,852
2024-12-31,Vũ Tấn Trần,2E64VR,miền Nam,đèn bàn học,459
2024-10-19,Hà Đức Nguyễn,C1JJG,miền Trung,đèn bàn học,9
2024-08-31,An Thị Bùi,ACW8A,miền Nam,đèn cảm ứng,498
2024-04-02,Hạnh Lê,G4Q6Z8,miền Trung,đèn cảm ứng,889
2024-04-10,Khoa Tấn Lê,E8R9AG,miền Nam,đèn LED tròn,125
2024-05-01,Quý cô Lan Dương,0ND39P,miền Nam,đèn cảm ứng,688
2024-09-18,Cô Xuân Dương,XIKW4,miền Bắc,đèn LED tròn,476
2024-07-07,Phúc Trần,FCG0ON,miền Trung,đèn LED âm trần,723
2024-10-19,Hưng Trần,YQGG9,miền Trung,đèn cảm ứng,489
2024-05-10,Nhật Hoàng Nguyễn,NUBND,miền Bắc,đèn bàn học,233
2024-05-02,Hương Dương,41EPPG,miền Bắc,đèn bàn học,46
2024-05-28,Hải Trần,YSKUP,miền Trung,đèn cảm ứng,73
2025-04-09,Chị Hương Vũ,MEP1Z,miền Bắc,đèn bàn học,262
2024-12-15,Vi Phạm,0T2A3U,miền Nam,đèn bàn học,378
2024-03-13,Khoa Thế Vũ,RZN9K,miền Nam,đèn LED tròn,399
2024-10-13,Anh Tú Hoàng,AZ0LV,miền Nam,đèn LED âm trần,293
2024-08-27,Quý cô Ánh Hoàng,QM8GV1,miền Nam,đèn LED âm trần,260
2025-02-27,Nhật Mai Phạm,XSFRO,miền Nam,đèn bàn học,479
2024-06-28,Bà Yến Đặng,E7J3X,miền Trung,đèn LED tròn,878
2025-03-09,Nam Bùi,5PC6I,miền Nam,đèn bàn học,819
2024-10-04,Bà Hà Trần,TJD3U,miền Trung,đèn LED âm trần,151
2024-12-23,Bác Trọng Đặng,KNUKPD,miền Trung,đèn LED âm trần,332
2024-11-16,Trọng Quang Trần,Q9D85Q,miền Nam,đèn cảm ứng,642
2024-04-19,Bảo Hoàng,JSZ9L4,miền Bắc,đèn bàn học,458
2024-08-16,Yến Lê,DEU9NC,miền Nam,đèn LED âm trần,946
2024-01-26,Bảo Thế Dương,ZEHWH,miền Trung,đèn cảm ứng,662
2024-01-29,Anh Trọng Dương,1J55Q,miền Nam,đèn LED âm trần,629
2025-02-13,Hà Đặng,6JMUA,miền Nam,đèn LED âm trần,305
2024-01-04,Anh Trung Nguyễn,W32BA,miền Trung,đèn LED tròn,227
2024-04-21,Phương Phú Bùi,JTYBD,miền Trung,đèn LED âm trần,545
2024-05-08,Hoàng Trí Đặng,J3C4E,miền Bắc,đèn bàn học,449
2025-01-24,Quý ông Hưng Dương,BP9VN,miền Bắc,đèn LED tròn,1000
2024-07-28,Bảo Hữu Nguyễn,V2WUNE,miền Bắc,đèn cảm ứng,412
2024-05-10,Nhiên Trí Mai,87UHN0,miền Trung,đèn LED tròn,406
2024-11-23,Chị Vân Lê,LRZTZ,miền Nam,đèn bàn học,117
2025-01-19,Chị Lâm Hoàng,B1TZH,miền Trung,đèn LED âm trần,902
2025-01-28,Kim Hải Nguyễn,XFQDX,miền Bắc,đèn bàn học,670
2024-11-17,Thành Mai Bảo Trần,CYQRBS,miền Trung,đèn LED tròn,733
2024-06-09,Duyên Phạm,M0381A,miền Nam,đèn LED tròn,867
2025-03-24,Quý cô Hạnh Dương,EX7EK,miền Nam,đèn LED âm trần,470
2024-10-11,Khoa Trí Bùi,7LWLO,miền Nam,đèn cảm ứng,176
2024-12-26,Tùng Trần,UWFWE,miền Bắc,đèn cảm ứng,71
2024-09-29,Cô Lâm Lê,1AWQ5,miền Bắc,đèn LED âm trần,917
2025-03-17,Bác Huy Bùi,XO5JZ,miền Bắc,đèn bàn học,993
2024-04-10,Khoa Đặng,A5JKK2,miền Bắc,đèn cảm ứng,890
2024-02-25,Trọng Hoàng,T4C1MP,miền Bắc,đèn cảm ứng,418
2025-01-31,Hạnh Bùi,NG2AN,miền Nam,đèn bàn học,815
2024-01-18,Trọng Hoàng,KAXWCL,miền Nam,đèn bàn học,27
2024-05-25,Phương Nguyễn,J4Z360,miền Nam,đèn cảm ứng,104
2025-02-09,Vũ Hoàng,EMA4D1,miền Bắc,đèn bàn học,553
2024-08-24,Hà Dương,WVMF7,miền Nam,đèn LED tròn,797
2024-05-15,Bảo Quang Lê,JX61NT,miền Trung,đèn LED tròn,824
2024-09-02,Chị Chi Bùi,WBKWAM,miền Bắc,đèn bàn học,296
2024-12-15,Nhật Xuân Nguyễn,P4PBW,miền Nam,đèn bàn học,414
2025-02-26,Bảo Hoàng,FRVI6A,miền Trung,đèn bàn học,534
2024-03-24,Duyên Nguyễn,LS0QEC,miền Bắc,đèn bàn học,824
2024-02-26,Bà Linh Trần,E5ULZB,miền Nam,đèn cảm ứng,26
2024-09-25,Bảo Văn Đặng,JQTI6,miền Bắc,đèn bàn học,115
2025-01-14,Chị Lâm Dương,8RAHO4,miền Trung,đèn LED tròn,2
2024-10-12,Lâm Mai Bảo Mai,F59PG2,miền Bắc,đèn LED âm trần,122
2024-08-17,Thành Hoàng,8CAP3K,miền Nam,đèn bàn học,863
2024-07-25,Hải Đức Phạm,R04F2G,miền Bắc,đèn LED tròn,571
2024-12-06,Quang Đức Vũ,YI3I2,miền Nam,đèn LED tròn,788
2024-02-29,Chi Hoàng,XDX6YU,miền Trung,đèn cảm ứng,486
2025-02-22,Kim Dương,7HNLQ6,miền Nam,đèn cảm ứng,210
2024-06-21,An Hoàng Đặng,9IOIF,miền Bắc,đèn LED tròn,419
2024-02-13,Vũ Hữu Mai,V2TJJ,miền Nam,đèn cảm ứng,964
2024-10-01,Anh Thành Dương,PWX2EH,miền Bắc,đèn LED tròn,941
2024-01-23,Quý cô Chi Đặng,G36PA,miền Bắc,đèn LED âm trần,505
2024-05-28,Dương Dương,HMVLL,miền Nam,đèn bàn học,908
2024-05-20,Xuân Nguyễn,8F0LMZ,miền Bắc,đèn cảm ứng,659
2024-06-29,Hà Thị Lê,WH1NE,miền Bắc,đèn bàn học,389
2024-06-20,Nhật Mai Bảo Hoàng,NNEQW,miền Nam,đèn bàn học,233
2024-12-19,Quang Vũ,T6IAT,miền Trung,đèn cảm ứng,452
2024-03-03,Bác Trung Mai,RSWF3,miền Bắc,đèn LED tròn,788
2024-12-25,Lâm Bùi,YBKAE,miền Bắc,đèn LED tròn,788
2025-01-20,Nhật Hải Vũ,NYH3W7,miền Bắc,đèn cảm ứng,823
2024-04-04,Bảo Đức Vũ,EG2NG,miền Nam,đèn cảm ứng,830
2024-01-11,Cô Thành Hoàng,6CCIWY,miền Bắc,đèn LED âm trần,519
2025-02-26,Hưng Hải Bùi,6B5UH,miền Trung,đèn LED âm trần,794
2025-02-17,Yến Vũ,G8MM9R,miền Trung,đèn bàn học,838
2024-11-07,Bác Tú Nguyễn,5CQ9N,miền Bắc,đèn cảm ứng,536
2024-11-03,Thảo Trần,VTSHXD,miền Bắc,đèn cảm ứng,961
2024-06-10,Khoa Đặng,2CX1X,miền Trung,đèn LED âm trần,780
2024-11-06,Quý ông Quang Hoàng,H4KDX,miền Bắc,đèn bàn học,14
2025-02-05,Nhật Đức Bùi,S5C18Q,miền Trung,đèn LED âm trần,914
2024-08-24,Cô Nhật Lê,Q80XZO,miền Nam,đèn cảm ứng,847
2024-03-09,Trung Văn Dương,CIRTT,miền Trung,đèn cảm ứng,654
2024-09-26,Trọng Mai,DRB6A,miền Nam,đèn LED tròn,465
2024-02-18,Nhật Mai,9BMHU9,miền Bắc,đèn bàn học,71
2024-04-17,Thành Đặng,66ZAF,miền Bắc,đèn bàn học,987
2025-01-02,Bà Mai Nguyễn,QPU24,miền Trung,đèn cảm ứng,578
2024-06-30,Quý cô Phương Đặng,ZWJLI,miền Nam,đèn bàn học,373
2025-03-05,Chị Hồng Lê,DN713,miền Trung,đèn cảm ứng,933
2025-03-12,Hoàng Văn Bùi,Y3W68B,miền Nam,đèn LED âm trần,343
2024-08-03,Hưng Mai Bảo Đặng,VGRMCC,miền Nam,đèn bàn học,500
2024-01-16,Bảo Thế Bùi,SD1ACH,miền Bắc,đèn LED tròn,972
2024-10-21,Quý cô Kim Hoàng,MDKAM,miền Trung,đèn LED âm trần,572
2024-11-22,Bà Dương Bùi,4VL2LJ,miền Trung,đèn cảm ứng,458
2025-01-05,Thảo Đặng,TY8R8,miền Nam,đèn LED âm trần,137
2024-06-29,Hải Vũ,CPJJF,miền Nam,đèn LED âm trần,787
2024-08-12,Vũ Nguyễn,6NLAI,miền Trung,đèn LED âm trần,523
2025-03-01,Linh Đặng,5OX2F,miền Trung,đèn cảm ứng,948
2024-05-23,Bà Khoa Trần,K7GES,miền Trung,đèn LED âm trần,521
2025-01-11,Nam Quang Trần,RRXNM,miền Trung,đèn LED âm trần,198
2024-05-05,Hải Trần,C6BZW,miền Nam,đèn LED âm trần,936
2024-07-27,An Lê,TKPGXD,miền Bắc,đèn cảm ứng,365
2025-03-05,An Nguyễn,W52F8,miền Bắc,đèn LED âm trần,718
2024-05-20,Tùng Đức Lê,D7A0A6,miền Nam,đèn LED tròn,650
2024-05-23,Anh Trung Mai,U1RGES,miền Nam,đèn cảm ứng,422
2024-05-18,Xuân Mai,7SHTO,miền Nam,đèn LED tròn,584
2024-09-28,Bà Hồng Mai,P06M5T,miền Nam,đèn LED tròn,539
2024-08-13,Quý cô Linh Đặng,HKYNB,miền Bắc,đèn cảm ứng,435
2025-02-08,Dương Dương,6IF4K3,miền Bắc,đèn cảm ứng,463
2024-12-04,Quý ông Minh Vũ,B1A8M,miền Trung,đèn bàn học,14
2025-01-23,Anh Dũng Hoàng,V8QF23,miền Trung,đèn bàn học,485
2024-09-08,Bà Vân Hoàng,F3B6Q,miền Trung,đèn LED âm trần,106
2024-04-25,Hà Bảo Bùi,C222R1,miền Bắc,đèn bàn học,399
2025-01-05,Dương Phạm,QSSPU,miền Trung,đèn cảm ứng,830
2025-03-25,Thành Phạm,IW1OG,miền Trung,đèn LED âm trần,805
2024-09-25,Hải Xuân Phạm,NRGUQ,miền Trung,đèn LED tròn,977
2024-04-18,Phương Mai Bùi,WR4BU,miền Bắc,đèn cảm ứng,774
2024-05-24,Quý ông Trọng Phạm,SDJ4PI,miền Nam,đèn LED tròn,297
2024-06-05,Bác Quang Dương,OQKG4F,miền Nam,đèn bàn học,131
2024-02-27,Phương Mai,Y7BQK,miền Trung,đèn LED tròn,457
2024-10-18,Vũ Đức Dương,R5IZJ,miền Nam,đèn cảm ứng,716
2024-04-14,Tú Hoàng,KJU5A,miền Nam,đèn cảm ứng,833
2025-03-04,Hải Phạm,CII8EI,miền Trung,đèn LED tròn,235
2024-06-04,Quý ông Tùng Hoàng,971MEA,miền Bắc,đèn LED tròn,16
2024-04-03,Nhật Mai Bảo Hoàng,PXDJQF,miền Nam,đèn bàn học,754
2024-02-24,Thành Dương,QLMQUO,miền Trung,đèn LED âm trần,652
2024-09-11,Lan Bùi,VPBZ3,miền Trung,đèn bàn học,754
2024-03-03,Bà Khoa Mai,KCAJV,miền Trung,đèn LED tròn,628
2025-01-24,Thành Văn Bùi,5DYQ7Q,miền Nam,đèn LED âm trần,739
2024-01-31,Bảo Trần,HBGX62,miền Trung,đèn LED âm trần,551
2024-09-16,Ông Châu Mai,V3CEO,miền Bắc,đèn bàn học,549
2024-04-18,Quý cô Lan Đặng,PMGB4,miền Trung,đèn bàn học,465
2024-05-24,Bác Quang Dương,X8LO9,miền Nam,đèn cảm ứng,202
2024-05-30,Quý cô Nhật Vũ,WAR4SG,miền Nam,đèn bàn học,971
2024-12-24,Khoa Đức Phạm,M8HX1,miền Trung,đèn LED tròn,118
