Date,Employee_Name,unit_code,product_name,Số lượng xuất,province
2024-12-23,Vân Vũ,công ty TNHH ABC,đèn LED âm trần,81,TP Hồ Chí Minh
2024-07-16,Lan Phạm,công ty TNHH Một Thành Viên 123,đèn LED âm trần,10,Đà Nẵng
2025-02-22,Anh Mai,công ty TNHH Một Thành Viên 123,đèn cảm ứng,3,Hà Nội
2024-05-14,Cô Vi Vũ,công ty TNHH Một Thành Viên 123,đèn LED tròn,98,Hà Nội
2024-12-10,Quý cô Kim Nguyễn,công ty TNHH ABC,đèn LED tròn,37,Cần Thơ
2024-06-28,Khoa Hoàng,công ty TNHH ABC,đèn bàn học,26,Đà Nẵng
2024-01-07,Bảo Mai Hoàng,công ty TNHH ABC,đèn cảm ứng,76,Hà Nội
2024-01-14,Xuân Vũ,công ty TNHH Một Thành Viên 123,đèn LED âm trần,74,Đà Nẵng
2024-01-30,Cô Hạnh Lê,công ty cổ phần XYZ,đèn LED tròn,79,Hà Nội
2024-04-21,Cô Duyên Nguyễn,công ty TNHH ABC,đèn bàn học,29,Đà Nẵng
2025-04-05,Hoàng Quang Mai,công ty cổ phần XYZ,đèn bàn học,30,Hà Nội
2024-06-19,Ông Châu Mai,công ty TNHH ABC,đèn LED âm trần,5,Hà Nội
2024-01-06,Hạnh Đức Dương,công ty TNHH ABC,đèn bàn học,59,Đà Nẵng
2024-03-06,Chị Bảo Đặng,công ty cổ phần XYZ,đèn bàn học,5,TP Hồ Chí Minh
2024-09-08,Lâm Bảo Phạm,công ty TNHH ABC,đèn cảm ứng,15,Đà Nẵng
2024-02-20,Dũng Phạm,công ty TNHH Một Thành Viên 123,đèn LED âm trần,55,Hà Nội
2024-03-16,Khoa Đặng,công ty TNHH ABC,đèn bàn học,85,Hà Nội
2024-09-18,Anh Nhiên Bùi,công ty TNHH ABC,đèn bàn học,86,Đà Nẵng
2024-08-15,Trung Lê,công ty cổ phần XYZ,đèn LED âm trần,87,Hà Nội
2025-01-14,Hà Đức Vũ,công ty cổ phần XYZ,đèn cảm ứng,26,TP Hồ Chí Minh
2024-10-21,Anh Hưng Hoàng,công ty cổ phần XYZ,đèn LED âm trần,55,Hà Nội
2024-03-19,Nhật Mai,công ty TNHH ABC,đèn cảm ứng,62,Đà Nẵng
2024-05-18,Nhiên Phạm,công ty TNHH Một Thành Viên 123,đèn LED tròn,51,TP Hồ Chí Minh
2025-02-13,Hưng Đức Vũ,công ty TNHH Một Thành Viên 123,đèn LED âm trần,32,Hà Nội
2024-02-02,Hạnh Trí Trần,công ty TNHH ABC,đèn LED âm trần,48,TP Hồ Chí Minh
2024-12-17,Quang Bùi,công ty TNHH Một Thành Viên 123,đèn cảm ứng,96,Cần Thơ
2024-08-03,Thành Hoàng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,70,Hà Nội
2025-01-09,Kim Phạm,công ty TNHH ABC,đèn cảm ứng,18,Hà Nội
2024-07-10,Anh Trung Trần,công ty cổ phần XYZ,đèn cảm ứng,26,Hà Nội
2024-06-22,Hoàng Đặng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,44,Cần Thơ
2024-09-30,Hạnh Lê,công ty TNHH Một Thành Viên 123,đèn LED âm trần,9,Cần Thơ
2024-06-10,Tùng Mai Lê,công ty TNHH Một Thành Viên 123,đèn LED âm trần,63,Cần Thơ
2025-01-07,Anh Nam Mai,công ty TNHH Một Thành Viên 123,đèn bàn học,13,Hà Nội
2024-01-01,Quý cô Thảo Đặng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,49,Đà Nẵng
2024-10-18,Nhật Thị Trần,công ty TNHH Một Thành Viên 123,đèn cảm ứng,42,Đà Nẵng
2024-08-23,Bác Quang Vũ,công ty TNHH Một Thành Viên 123,đèn bàn học,52,Cần Thơ
2024-09-01,Bà Vân Trần,công ty cổ phần XYZ,đèn LED tròn,99,Hà Nội
2024-02-11,Hà Quang Hoàng,công ty TNHH ABC,đèn bàn học,64,TP Hồ Chí Minh
2024-09-26,Quý ông Khoa Đặng,công ty cổ phần XYZ,đèn LED tròn,5,Đà Nẵng
2024-10-11,Phúc Lê,công ty TNHH ABC,đèn cảm ứng,54,Cần Thơ
2025-02-03,Bà Xuân Bùi,công ty TNHH Một Thành Viên 123,đèn bàn học,74,Hà Nội
2024-07-30,Nhật Vũ,công ty cổ phần XYZ,đèn cảm ứng,11,Đà Nẵng
2024-07-26,Hạnh Trần,công ty TNHH ABC,đèn LED âm trần,22,Hà Nội
2024-10-05,Thảo Mai,công ty cổ phần XYZ,đèn LED âm trần,42,Đà Nẵng
2024-11-22,Bà Vi Dương,công ty TNHH Một Thành Viên 123,đèn LED tròn,31,Cần Thơ
2024-05-23,Cô Bảo Dương,công ty cổ phần XYZ,đèn LED tròn,97,Đà Nẵng
2025-02-02,Quý cô Chi Mai,công ty TNHH ABC,đèn bàn học,100,TP Hồ Chí Minh
2024-08-03,Quý ông Hoàng Mai,công ty cổ phần XYZ,đèn LED tròn,64,Hà Nội
2024-01-09,Bà Dương Lê,công ty TNHH ABC,đèn bàn học,66,Đà Nẵng
2024-03-17,Cô Duyên Vũ,công ty TNHH ABC,đèn bàn học,99,Hà Nội
2024-11-09,Quý cô Vân Hoàng,công ty TNHH Một Thành Viên 123,đèn LED tròn,55,Đà Nẵng
2025-01-25,Quang Mai,công ty cổ phần XYZ,đèn LED âm trần,84,Hà Nội
2024-05-04,Dũng Mai Phạm,công ty TNHH Một Thành Viên 123,đèn cảm ứng,77,Cần Thơ
2025-03-31,Tùng Dương,công ty TNHH ABC,đèn cảm ứng,56,TP Hồ Chí Minh
2025-02-07,Ông Minh Mai,công ty TNHH ABC,đèn bàn học,23,Cần Thơ
2024-02-15,Vũ Trần,công ty TNHH Một Thành Viên 123,đèn bàn học,52,Hà Nội
2024-06-20,Bà An Lê,công ty TNHH ABC,đèn LED tròn,17,TP Hồ Chí Minh
2024-11-19,Vũ Hoàng,công ty TNHH ABC,đèn LED âm trần,42,Hà Nội
2024-01-30,Nhật Thị Lê,công ty TNHH ABC,đèn bàn học,82,TP Hồ Chí Minh
2024-02-17,Ông Vũ Vũ,công ty cổ phần XYZ,đèn LED âm trần,50,TP Hồ Chí Minh
2025-03-20,Nhật Trí Đặng,công ty TNHH ABC,đèn LED âm trần,95,Đà Nẵng
2024-07-28,Quang Mai Bảo Đặng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,18,Hà Nội
2024-07-07,Nhật Dương,công ty TNHH Một Thành Viên 123,đèn cảm ứng,99,Cần Thơ
2024-03-17,Dương Bùi,công ty TNHH ABC,đèn bàn học,19,Đà Nẵng
2024-04-24,Bảo Mai,công ty TNHH Một Thành Viên 123,đèn LED âm trần,80,TP Hồ Chí Minh
2025-01-27,Ánh Trần,công ty TNHH Một Thành Viên 123,đèn LED tròn,66,Hà Nội
2025-02-12,Linh Đặng,công ty TNHH ABC,đèn cảm ứng,85,Đà Nẵng
2024-07-22,Lâm Vũ,công ty TNHH ABC,đèn LED tròn,11,Cần Thơ
2024-09-22,Trung Tấn Vũ,công ty TNHH ABC,đèn LED tròn,20,Hà Nội
2024-12-25,Bác Anh Đặng,công ty TNHH Một Thành Viên 123,đèn LED tròn,35,TP Hồ Chí Minh
2024-06-12,Khoa Vũ,công ty cổ phần XYZ,đèn LED âm trần,29,Hà Nội
2024-10-14,Thành Phú Dương,công ty TNHH ABC,đèn LED tròn,60,Hà Nội
2024-05-03,Châu Xuân Vũ,công ty TNHH ABC,đèn LED tròn,57,Cần Thơ
2024-08-20,Bác Hưng Lê,công ty TNHH ABC,đèn LED tròn,15,Cần Thơ
2024-06-02,Hạnh Mai,công ty TNHH ABC,đèn bàn học,97,Hà Nội
2024-04-18,Bà Lâm Trần,công ty TNHH Một Thành Viên 123,đèn cảm ứng,71,TP Hồ Chí Minh
2024-12-27,Khoa Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED tròn,94,Hà Nội
2024-02-03,Bảo Mai,công ty cổ phần XYZ,đèn bàn học,85,Hà Nội
2025-02-21,Quý cô Chi Dương,công ty TNHH Một Thành Viên 123,đèn cảm ứng,59,Hà Nội
2024-08-29,Cô Dương Phạm,công ty TNHH Một Thành Viên 123,đèn LED âm trần,74,Cần Thơ
2024-12-26,Hà Hoàng,công ty cổ phần XYZ,đèn LED tròn,72,Cần Thơ
2024-07-30,Phương Bảo Đặng,công ty TNHH ABC,đèn LED âm trần,68,Hà Nội
2024-08-10,Yến Lê,công ty cổ phần XYZ,đèn cảm ứng,39,TP Hồ Chí Minh
2024-07-05,Hoàng Phú Mai,công ty TNHH ABC,đèn LED tròn,49,Đà Nẵng
2024-06-15,Bà Mai Bùi,công ty cổ phần XYZ,đèn LED âm trần,63,Đà Nẵng
2025-02-16,Lan Dương,công ty TNHH Một Thành Viên 123,đèn LED tròn,6,TP Hồ Chí Minh
2024-02-03,Cô Linh Hoàng,công ty TNHH Một Thành Viên 123,đèn bàn học,52,Hà Nội
2024-02-09,Kim Mai,công ty cổ phần XYZ,đèn LED tròn,99,TP Hồ Chí Minh
2025-03-02,Anh Trung Dương,công ty TNHH Một Thành Viên 123,đèn LED tròn,20,Hà Nội
2025-02-09,Bác Phúc Dương,công ty TNHH Một Thành Viên 123,đèn bàn học,46,Cần Thơ
2024-12-28,An Bùi,công ty cổ phần XYZ,đèn bàn học,11,Hà Nội
2025-02-22,Cô Ánh Vũ,công ty cổ phần XYZ,đèn cảm ứng,37,TP Hồ Chí Minh
2024-02-15,Bảo Dương,công ty TNHH Một Thành Viên 123,đèn cảm ứng,75,Cần Thơ
2024-12-31,Dũng Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED âm trần,57,Cần Thơ
2025-01-14,Bảo Bùi,công ty cổ phần XYZ,đèn LED tròn,8,TP Hồ Chí Minh
2024-07-24,Bảo Bùi,công ty cổ phần XYZ,đèn LED âm trần,99,Hà Nội
2024-03-05,Anh Tấn Trần,công ty TNHH Một Thành Viên 123,đèn LED âm trần,89,TP Hồ Chí Minh
2024-03-30,Trọng Phạm,công ty cổ phần XYZ,đèn bàn học,38,TP Hồ Chí Minh
2024-09-19,Ông Trung Dương,công ty cổ phần XYZ,đèn LED tròn,57,Hà Nội
2024-09-10,Thành Đức Hoàng,công ty TNHH ABC,đèn LED tròn,61,Hà Nội
2024-11-29,Châu Đặng,công ty TNHH ABC,đèn cảm ứng,45,Cần Thơ
2024-06-28,Quang Mai Bảo Phạm,công ty TNHH ABC,đèn LED tròn,17,Đà Nẵng
2024-02-05,Cô Nhật Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED âm trần,85,Đà Nẵng
2024-01-11,Quý cô An Hoàng,công ty cổ phần XYZ,đèn cảm ứng,52,TP Hồ Chí Minh
2024-04-25,Nhật Lê,công ty cổ phần XYZ,đèn LED tròn,4,Đà Nẵng
2024-06-19,Cô Hạnh Mai,công ty cổ phần XYZ,đèn LED âm trần,77,TP Hồ Chí Minh
2024-11-30,Khoa Mai Hoàng,công ty TNHH ABC,đèn LED tròn,77,TP Hồ Chí Minh
2024-07-09,Nhật Dương,công ty TNHH ABC,đèn LED tròn,30,Hà Nội
2024-08-14,Lâm Hữu Hoàng,công ty TNHH ABC,đèn LED âm trần,55,Cần Thơ
2024-08-14,Lâm Đức Vũ,công ty cổ phần XYZ,đèn cảm ứng,64,Đà Nẵng
2024-10-15,Tú Trần,công ty TNHH ABC,đèn bàn học,16,TP Hồ Chí Minh
2024-05-30,Linh Dương,công ty TNHH ABC,đèn LED tròn,34,TP Hồ Chí Minh
2024-10-21,Bác Anh Lê,công ty cổ phần XYZ,đèn LED tròn,58,TP Hồ Chí Minh
2025-04-04,Bà Yến Mai,công ty TNHH Một Thành Viên 123,đèn bàn học,21,TP Hồ Chí Minh
2024-09-14,Hạnh Xuân Bùi,công ty cổ phần XYZ,đèn cảm ứng,6,TP Hồ Chí Minh
2024-02-18,Vũ Đức Bùi,công ty TNHH ABC,đèn bàn học,90,TP Hồ Chí Minh
2025-03-06,Thành Hoàng,công ty cổ phần XYZ,đèn LED tròn,8,Đà Nẵng
2024-07-13,Hồng Bùi,công ty cổ phần XYZ,đèn bàn học,15,TP Hồ Chí Minh
2024-09-30,Cô Bảo Vũ,công ty TNHH ABC,đèn LED tròn,20,Cần Thơ
2024-10-31,Anh Tú Hoàng,công ty cổ phần XYZ,đèn LED tròn,81,Hà Nội
2024-08-06,Thành Phạm,công ty TNHH Một Thành Viên 123,đèn LED tròn,12,Hà Nội
2024-06-11,Ông Trung Nguyễn,công ty cổ phần XYZ,đèn LED tròn,28,TP Hồ Chí Minh
2025-01-28,Ông Huy Dương,công ty TNHH Một Thành Viên 123,đèn bàn học,98,Đà Nẵng
2024-05-22,Quý ông Nhiên Nguyễn,công ty TNHH ABC,đèn LED âm trần,36,TP Hồ Chí Minh
2025-02-14,Bà Nhật Mai,công ty cổ phần XYZ,đèn cảm ứng,31,TP Hồ Chí Minh
2025-03-11,Vi Đặng,công ty cổ phần XYZ,đèn LED tròn,55,Cần Thơ
2024-02-05,Tú Đặng,công ty TNHH Một Thành Viên 123,đèn bàn học,17,Hà Nội
2024-09-11,Thành Bùi,công ty TNHH Một Thành Viên 123,đèn LED tròn,28,Đà Nẵng
2024-12-28,Hải Hải Lê,công ty TNHH ABC,đèn LED tròn,44,TP Hồ Chí Minh
2024-03-11,Ông Anh Vũ,công ty TNHH Một Thành Viên 123,đèn bàn học,93,Đà Nẵng
2024-12-26,Quý ông Tú Phạm,công ty TNHH Một Thành Viên 123,đèn LED âm trần,98,Hà Nội
2025-03-23,Ánh Phạm,công ty TNHH Một Thành Viên 123,đèn LED tròn,25,Hà Nội
2024-06-08,Bà Dương Hoàng,công ty TNHH ABC,đèn LED âm trần,78,Cần Thơ
2025-01-26,Bà Vân Phạm,công ty TNHH Một Thành Viên 123,đèn bàn học,68,TP Hồ Chí Minh
2024-05-03,Cô Lâm Mai,công ty TNHH Một Thành Viên 123,đèn bàn học,11,Cần Thơ
2024-11-20,Ngọc Nguyễn,công ty TNHH ABC,đèn cảm ứng,61,Cần Thơ
2024-04-03,Phương Hữu Dương,công ty TNHH ABC,đèn LED âm trần,15,Hà Nội
2024-05-27,Hải Vũ,công ty cổ phần XYZ,đèn cảm ứng,35,Cần Thơ
2024-12-02,Thành Phạm,công ty TNHH Một Thành Viên 123,đèn cảm ứng,11,Đà Nẵng
2024-02-21,Ngọc Bùi,công ty TNHH ABC,đèn cảm ứng,37,TP Hồ Chí Minh
2024-04-22,Chị Bảo Dương,công ty TNHH Một Thành Viên 123,đèn LED âm trần,62,TP Hồ Chí Minh
2024-10-18,Hạnh Hải Lê,công ty TNHH ABC,đèn LED tròn,98,Hà Nội
2024-03-06,Hưng Hải Hoàng,công ty cổ phần XYZ,đèn cảm ứng,27,TP Hồ Chí Minh
2024-09-06,Chị Thành Bùi,công ty TNHH Một Thành Viên 123,đèn cảm ứng,89,Đà Nẵng
2025-01-28,Thành Nguyễn,công ty cổ phần XYZ,đèn bàn học,16,Đà Nẵng
2024-03-04,Bác Châu Đặng,công ty TNHH ABC,đèn cảm ứng,73,Hà Nội
2024-06-19,Cô Phương Vũ,công ty TNHH Một Thành Viên 123,đèn LED âm trần,18,Hà Nội
2024-08-23,Huy Dương,công ty TNHH Một Thành Viên 123,đèn LED tròn,33,Hà Nội
2024-08-08,Bà Vi Hoàng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,64,Đà Nẵng
2025-01-24,Lâm Trí Mai,công ty TNHH ABC,đèn LED âm trần,12,TP Hồ Chí Minh
2024-06-05,Tú Trần,công ty TNHH ABC,đèn LED tròn,78,Cần Thơ
2024-12-03,Anh Quang Trần,công ty TNHH Một Thành Viên 123,đèn LED tròn,21,Cần Thơ
2024-04-19,Bà Ngọc Bùi,công ty TNHH ABC,đèn LED tròn,39,TP Hồ Chí Minh
2024-12-31,Phương Đặng,công ty cổ phần XYZ,đèn LED âm trần,91,Cần Thơ
2025-01-08,Bà Hạnh Dương,công ty cổ phần XYZ,đèn LED tròn,76,Cần Thơ
2024-07-15,Lan Trần,công ty cổ phần XYZ,đèn LED âm trần,24,Đà Nẵng
2024-10-11,Cô Mai Đặng,công ty TNHH Một Thành Viên 123,đèn LED tròn,78,Cần Thơ
2025-04-07,Quý cô Duyên Vũ,công ty TNHH ABC,đèn cảm ứng,50,Đà Nẵng
2024-02-19,Trọng Thị Nguyễn,công ty TNHH ABC,đèn LED âm trần,89,Đà Nẵng
2024-06-10,Anh Châu Trần,công ty cổ phần XYZ,đèn LED tròn,100,Đà Nẵng
2024-02-02,Cô Vi Trần,công ty TNHH ABC,đèn bàn học,72,TP Hồ Chí Minh
2024-04-23,Dương Bùi,công ty TNHH ABC,đèn LED tròn,31,Đà Nẵng
2024-06-14,Chị Phương Phạm,công ty TNHH ABC,đèn cảm ứng,22,Hà Nội
2024-05-17,Bác Huy Dương,công ty TNHH ABC,đèn LED tròn,94,Cần Thơ
2024-05-29,Chị Vi Mai,công ty cổ phần XYZ,đèn LED tròn,42,Cần Thơ
2024-02-19,Khoa Bùi,công ty cổ phần XYZ,đèn LED âm trần,75,TP Hồ Chí Minh
2024-12-04,Khoa Xuân Trần,công ty cổ phần XYZ,đèn LED âm trần,45,Hà Nội
2025-01-24,Trung Thị Dương,công ty TNHH ABC,đèn cảm ứng,24,Hà Nội
2024-09-03,Hải Đặng,công ty TNHH Một Thành Viên 123,đèn LED tròn,89,Cần Thơ
2024-06-12,Cô Khoa Phạm,công ty TNHH Một Thành Viên 123,đèn bàn học,76,Đà Nẵng
2024-07-26,Chị Khoa Hoàng,công ty cổ phần XYZ,đèn cảm ứng,99,Hà Nội
2024-05-17,Thành Tấn Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED âm trần,47,Hà Nội
2024-09-09,Hà Đặng,công ty TNHH ABC,đèn cảm ứng,97,Đà Nẵng
2024-10-28,Ông Trung Vũ,công ty TNHH ABC,đèn cảm ứng,20,Cần Thơ
2025-03-04,Quý cô Chi Phạm,công ty TNHH Một Thành Viên 123,đèn cảm ứng,93,Đà Nẵng
2024-03-24,Nhật Bùi,công ty TNHH ABC,đèn bàn học,1,Đà Nẵng
2024-02-03,Bà Yến Lê,công ty cổ phần XYZ,đèn cảm ứng,76,Hà Nội
2024-01-30,Bà Hạnh Mai,công ty cổ phần XYZ,đèn LED tròn,98,Đà Nẵng
2024-02-29,Chị Nhật Nguyễn,công ty cổ phần XYZ,đèn LED âm trần,11,Hà Nội
2024-01-03,Trọng Mai,công ty cổ phần XYZ,đèn LED âm trần,60,Hà Nội
2025-04-05,Anh Quang Lê,công ty TNHH Một Thành Viên 123,đèn cảm ứng,42,TP Hồ Chí Minh
2025-03-24,Nhật Quang Mai,công ty TNHH ABC,đèn LED âm trần,36,Cần Thơ
2024-04-30,Thành Thị Vũ,công ty TNHH Một Thành Viên 123,đèn bàn học,8,TP Hồ Chí Minh
2024-11-03,Vân Lê,công ty cổ phần XYZ,đèn cảm ứng,86,TP Hồ Chí Minh
2024-10-30,Bà Phương Mai,công ty cổ phần XYZ,đèn LED tròn,58,Cần Thơ
2024-08-18,Tùng Hoàng,công ty TNHH Một Thành Viên 123,đèn LED tròn,42,TP Hồ Chí Minh
2025-04-09,Lâm Thế Hoàng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,42,Đà Nẵng
2024-08-01,Trọng Mai Bảo Phạm,công ty TNHH ABC,đèn LED âm trần,49,TP Hồ Chí Minh
2024-08-27,Hà Vũ,công ty TNHH Một Thành Viên 123,đèn LED tròn,21,Đà Nẵng
2024-03-12,Quý ông Bảo Trần,công ty TNHH Một Thành Viên 123,đèn bàn học,81,Đà Nẵng
2024-11-27,Phúc Dương,công ty TNHH Một Thành Viên 123,đèn LED tròn,98,Đà Nẵng
2024-05-31,Lâm Đức Lê,công ty TNHH ABC,đèn LED tròn,25,TP Hồ Chí Minh
2024-03-31,Quang Bùi,công ty cổ phần XYZ,đèn LED âm trần,82,Đà Nẵng
2024-01-26,Trung Nguyễn,công ty cổ phần XYZ,đèn LED âm trần,56,Hà Nội
2025-01-11,Huy Bùi,công ty TNHH Một Thành Viên 123,đèn LED âm trần,36,Hà Nội
2025-02-06,Cô Yến Trần,công ty TNHH ABC,đèn cảm ứng,3,Cần Thơ
2024-07-05,Chị Thảo Lê,công ty TNHH ABC,đèn bàn học,88,TP Hồ Chí Minh
2024-05-02,Anh Trần,công ty cổ phần XYZ,đèn bàn học,72,Đà Nẵng
2024-10-11,Chị Nhật Dương,công ty cổ phần XYZ,đèn LED âm trần,68,Đà Nẵng
2025-02-05,Cô Linh Đặng,công ty cổ phần XYZ,đèn bàn học,98,Hà Nội
2024-06-04,Huy Nguyễn,công ty cổ phần XYZ,đèn cảm ứng,4,Đà Nẵng
2025-04-07,Ánh Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED âm trần,27,Cần Thơ
2024-06-15,Lâm Hoàng,công ty TNHH ABC,đèn LED tròn,34,Đà Nẵng
2024-10-09,Chị Bảo Lê,công ty TNHH ABC,đèn cảm ứng,75,TP Hồ Chí Minh
2024-08-02,Tùng Trần,công ty TNHH ABC,đèn cảm ứng,85,Hà Nội
2025-03-30,Cô Hải Phạm,công ty TNHH Một Thành Viên 123,đèn LED âm trần,49,TP Hồ Chí Minh
2024-01-11,Cô Xuân Nguyễn,công ty TNHH Một Thành Viên 123,đèn cảm ứng,18,Cần Thơ
2024-06-12,Khoa Hữu Lê,công ty TNHH ABC,đèn LED âm trần,80,Đà Nẵng
2024-07-06,Nhật Hoàng,công ty cổ phần XYZ,đèn bàn học,96,TP Hồ Chí Minh
2024-09-11,Ông Trung Hoàng,công ty TNHH ABC,đèn bàn học,34,Hà Nội
2024-10-04,Nhật Mai,công ty TNHH Một Thành Viên 123,đèn bàn học,18,Hà Nội
2024-03-14,Hà Trần,công ty cổ phần XYZ,đèn cảm ứng,86,Đà Nẵng
2024-12-01,Khoa Bảo Phạm,công ty TNHH Một Thành Viên 123,đèn LED tròn,42,TP Hồ Chí Minh
2024-08-30,Chi Nguyễn,công ty cổ phần XYZ,đèn bàn học,50,TP Hồ Chí Minh
2025-01-03,Quý ông Huy Vũ,công ty TNHH Một Thành Viên 123,đèn cảm ứng,72,Cần Thơ
2024-07-27,Bác Anh Bùi,công ty TNHH ABC,đèn LED âm trần,36,TP Hồ Chí Minh
2025-01-16,Nhật Hoàng,công ty TNHH ABC,đèn LED âm trần,36,Cần Thơ
2024-02-23,Huy Mai Bảo Mai,công ty cổ phần XYZ,đèn LED tròn,90,TP Hồ Chí Minh
2025-04-05,Hạnh Trần,công ty TNHH Một Thành Viên 123,đèn LED âm trần,18,Đà Nẵng
2024-05-18,Nam Đặng,công ty TNHH ABC,đèn LED âm trần,26,Cần Thơ
2025-04-02,Bảo Dương,công ty TNHH ABC,đèn cảm ứng,28,Cần Thơ
2024-08-16,Yến Vũ,công ty TNHH ABC,đèn cảm ứng,86,Cần Thơ
2024-08-20,Phương Phạm,công ty cổ phần XYZ,đèn LED tròn,41,Đà Nẵng
2024-08-09,Quý cô Kim Dương,công ty cổ phần XYZ,đèn LED tròn,32,Hà Nội
2024-09-30,Hạnh Đặng,công ty TNHH ABC,đèn LED tròn,72,Hà Nội
2024-01-18,Ông Châu Lê,công ty cổ phần XYZ,đèn LED âm trần,37,Hà Nội
2024-09-10,Quý ông Quang Trần,công ty TNHH ABC,đèn cảm ứng,31,Hà Nội
2024-04-26,Anh Thế Vũ,công ty TNHH ABC,đèn bàn học,46,Đà Nẵng
2024-07-16,Quý cô Hà Phạm,công ty TNHH Một Thành Viên 123,đèn LED tròn,75,Cần Thơ
2024-02-20,Vân Phạm,công ty TNHH ABC,đèn cảm ứng,74,Cần Thơ
2024-08-15,Lan Dương,công ty TNHH ABC,đèn cảm ứng,16,Đà Nẵng
2025-02-19,Mai Bùi,công ty cổ phần XYZ,đèn bàn học,34,Cần Thơ
2025-01-17,Nhật Mai,công ty TNHH Một Thành Viên 123,đèn bàn học,73,Hà Nội
2024-10-02,Trọng Nguyễn,công ty cổ phần XYZ,đèn cảm ứng,77,Đà Nẵng
2024-12-29,Quý cô Hạnh Mai,công ty TNHH Một Thành Viên 123,đèn LED âm trần,77,Cần Thơ
2024-09-08,Trung Mai,công ty cổ phần XYZ,đèn LED âm trần,81,TP Hồ Chí Minh
2025-03-29,Cô Vi Mai,công ty cổ phần XYZ,đèn LED tròn,72,TP Hồ Chí Minh
2024-04-22,Minh Trần,công ty TNHH Một Thành Viên 123,đèn cảm ứng,75,TP Hồ Chí Minh
2024-12-08,Hải Đặng,công ty TNHH ABC,đèn LED âm trần,34,Cần Thơ
2024-05-21,Anh Trung Vũ,công ty cổ phần XYZ,đèn bàn học,93,Hà Nội
2024-03-20,Kim Bùi,công ty TNHH Một Thành Viên 123,đèn LED tròn,30,Đà Nẵng
2024-07-12,Trung Mai,công ty cổ phần XYZ,đèn LED tròn,41,Hà Nội
2024-03-16,Quý cô Hồng Hoàng,công ty TNHH ABC,đèn cảm ứng,25,TP Hồ Chí Minh
2024-09-28,Bác Thành Nguyễn,công ty TNHH ABC,đèn LED tròn,8,Cần Thơ
2024-04-15,Vũ Đặng,công ty TNHH Một Thành Viên 123,đèn LED tròn,65,TP Hồ Chí Minh
2025-01-11,Ông Khoa Bùi,công ty TNHH ABC,đèn LED tròn,24,Hà Nội
2025-01-20,Bảo Vũ,công ty TNHH ABC,đèn LED tròn,18,Đà Nẵng
2024-04-03,Bà Vi Trần,công ty TNHH Một Thành Viên 123,đèn LED âm trần,16,TP Hồ Chí Minh
2025-04-05,Nhiên Hoàng,công ty TNHH Một Thành Viên 123,đèn LED tròn,19,Đà Nẵng
2024-09-19,Tùng Vũ,công ty cổ phần XYZ,đèn LED tròn,28,Hà Nội
2024-10-22,Quý cô Duyên Trần,công ty cổ phần XYZ,đèn cảm ứng,24,Hà Nội
2025-02-10,Lâm Vũ,công ty cổ phần XYZ,đèn LED âm trần,43,Đà Nẵng
2025-02-04,Anh Hưng Đặng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,38,Cần Thơ
2024-12-13,Yến Hoàng,công ty TNHH Một Thành Viên 123,đèn bàn học,61,Cần Thơ
2024-06-12,Quý cô Chi Hoàng,công ty TNHH Một Thành Viên 123,đèn LED tròn,50,Đà Nẵng
2025-01-03,Minh Đức Nguyễn,công ty cổ phần XYZ,đèn LED tròn,1,Hà Nội
2024-06-24,Quang Văn Lê,công ty cổ phần XYZ,đèn LED tròn,13,Đà Nẵng
2024-03-02,Quý cô Hồng Hoàng,công ty cổ phần XYZ,đèn LED tròn,46,TP Hồ Chí Minh
2024-04-17,Bà Vân Phạm,công ty TNHH ABC,đèn LED tròn,53,Đà Nẵng
2024-01-28,Phương Phạm,công ty TNHH Một Thành Viên 123,đèn LED tròn,65,Hà Nội
2025-02-16,Hải Tấn Lê,công ty cổ phần XYZ,đèn cảm ứng,94,Cần Thơ
2024-02-02,Lan Lê,công ty TNHH Một Thành Viên 123,đèn LED tròn,25,Cần Thơ
2024-05-25,Lâm Mai Bảo Đặng,công ty TNHH ABC,đèn bàn học,45,Đà Nẵng
2025-03-09,Nhật Vũ,công ty TNHH Một Thành Viên 123,đèn LED tròn,84,TP Hồ Chí Minh
2024-01-18,Duyên Mai,công ty TNHH Một Thành Viên 123,đèn bàn học,19,TP Hồ Chí Minh
2024-10-23,Cô Vân Lê,công ty cổ phần XYZ,đèn LED tròn,77,Đà Nẵng
2024-04-05,Ông Thành Lê,công ty cổ phần XYZ,đèn LED tròn,19,Cần Thơ
2025-01-12,Bác Thành Đặng,công ty cổ phần XYZ,đèn LED tròn,23,TP Hồ Chí Minh
2024-01-25,Nhiên Lê,công ty TNHH Một Thành Viên 123,đèn cảm ứng,81,TP Hồ Chí Minh
